Year,Month,Country,Institute,Longitude,Latitude,Journal,Title,Species,Functional group,Category
2015,November,Belgium,Institute for Agricultural and Fisheries Research,4.4699,50.5039,Environmental Research,Environmental contaminants of emerging concern in seafood - European database on contaminant levels,none,Review,Review
2015,November,Denmark,Technical University of Denmark,12.5214,55.7856,Marine Pollution Bulletin,"Abundance, size and polymer composition of marinemicroplastics >= 10 mu m in the Atlantic Ocean and their modelled vertical distribution",none,Water,Environment
2015,November,Denmark,Technical University of Denmark,12.5214,55.7856,Marine Pollution Bulletin,A critical assessment of visual identification of marinemicroplastic using Raman spectroscopy for analysis improvement,none,Chemical,Chemical
2015,October,Canada,Vancouver Aquarium,-123.1309,49.3008,Archives of Environmental Contamination and Toxicology,Ingestion of Microplastics by Zooplankton in the Northeast Pacific Ocean,Multiple,Multiple Animals,Organism
2015,December,France,The Institut français de recherche pour l'exploitation de la mer ,-4.5588,48.3592,Marine Environmental Research,Evaluation of the impact of polyethylene microbeads ingestion in European sea bass (Dicentrarchus labrax) larvae,,Zooplank,Organism
2015,December,United Kingdom,Imperial College London,-0.1749,51.4988,Environmental Research Letters,A global inventory of small floating plastic debris,none,Review,Review
2015,December,Japan,Kyushu University,130.425,33.6267,Marine Pollution Bulletin,East Asian seas: A hot spot of pelagic microplastics,none,Water,Environment
2015,December,United States of America,Marine Biological Laboratory,-70.6731,41.5265,Frontiers in Ecology and the Environment,The biogeography of the Plastisphere: implications for policy,none,Review,Review
2015,December,South Africa,Rhodes University,26.5163,-33.3136,Marine Pollution Bulletin,A quantitative analysis of microplastic pollution along the south-eastern coastline of South Africa,none,Sediment,Environment
2015,December,Portugal,Universidade do Porto,-8.6157,41.1465,Estuarine Coastal and Shelf Science,Single and combined effects of microplastics and copper on the population growth of the marine microalgae Tetraselmis chuii,,Phytoplank,Organism
2015,December,Portugal,Universidade Nova de Lisboa,-9.1603,38.7337,Marine Pollution Bulletin,Ingestion of microplastics by commercial fish off the Portuguese coast,Multiple,Multiple Animals,Organism
2015,December,United Kingdom,University of Exeter,-3.5351,50.7371,Environmental Science and Technology,Ingestion of Nanoplastics and Microplastics by Pacific Oyster Larvae,,Zooplank,Organism
2015,September,Germany,Leibniz Institut Baltic Sea,12.0814,54.1799,Environmental Chemistry,Marine microplastic- associated biofilms - a review,Multiple,Review,Review
2015,November,Brazil,Universidade Federal de Pernambuco,-34.9507,-8.0518,Environmental Science - Processes and Impacts,Microplastics in coastal and marine Environments of the western tropical and sub-tropical Atlantic Ocean,none,Review,Review
2015,November,Brazil,Universidade Federal de Pernambuco,-34.9507,-8.0518,Estuarine Coastal and Shelf Science,Seasonal distribution and interactions between plankton and microplastics in a tropical estuary,none,Water,Environment
2015,August,United States of America,University of Wisconsin,-89.4125,43.0766,Environmental Chemistry,Characterisation of microplastics and toxic chemicals extracted from microplastic samples from the North Pacific Gyre,none,Chemical,Chemical
2015,December,South Africa,University of Kwazulu Natal,30.9807,-29.8674,Marine Pollution Bulletin,"Plastic pollution in five urban estuaries of KwaZulu-Natal, South Africa",none,Sediment,Environment
2015,August,Germany,Helmholtz Association,13.9432,51.0582,Environmental Chemistry,Focal plane array detector-based micro-Fourier-transform infrared imaging for the analysis of microplastics in Environmental samples,none,Chemical,Chemical
2015,February,Australia,University of Western Australia,115.8179,-31.9801,Biogeosciences,The vertical distribution of buoyant plastics at sea: an observational study in the North Atlantic Gyre,none,Water,Environment
2015,February,Portugal,Universidade de Aveiro,-8.6575,40.6303,TrAC Trends in Analytical Chemistry,"A critical overview of the analytical approaches to the occurrence, the fate and the behavior of microplastics in the Environment",none,Review,Review
2015,March,China,East China Normal University,121.4068,31.2277,Regional Studies in Marine Science,Characterization of small plastic debris on tourism beaches around the South China Sea,none,Sediment,Environment
2015,May,Denmark,Roskilde University,12.1408,55.6532,Environmental Toxicology and Chemistry,Microplastics: Addressing Ecological Risk Through Lessons Learned,none,Review,Review
2015,June,Netherlands,Wageningen University,5.6658,51.9846,Marine Pollution Bulletin,Microplastic in a macro filter feeder: Humpback whale Megaptera novaeangliae,,Large vert,Organism
2015,June,United Kingdom,Brunel University,-0.473,51.5324,Analytical Chemistry ,Identification and Quantification of Microplastics in Wastewater Using Focal Plane Array-Based Reflectance Micro-FT-IR Imaging,none,Chemical,Chemical
2015,August,Netherlands,Wageningen University,5.6658,51.9846,Environmental Science and Technology,Potential Health Impact of Environmentally Released Micro- and Nanoplastics in the Human Food Production Chain: Experiences from Nanotoxicology,none,Review,Review
2015,October,Spain,Spanish Institute of Oceanography,-3.7038,40.4168,Marine Environmental Research,First observation on neustonic plastics in waters off NW Spain (spring 2013 and 2014),none,Water,Environment
2015,October,China,Ocean University of China,120.4974,36.1608,Marine Pollution Bulletin,Persistent organic pollutants carried on plastic resin pellets from two beaches in China,none,Sediment,Environment
2015,October,China,Education University of Hong Kong,114.193,22.4671,Marine Pollution Bulletin,Hong Kong at the Pearl River Estuary: A hotspot of microplasticpollution,none,Sediment,Environment
2015,October,United Kingdom,University of Plymouth,-4.1395,50.3762,Marine Pollution Bulletin,"Characterisation, quantity and sorptive properties of microplastics extracted from cosmetics",none,Chemical,Chemical
2015,November,United States of America,University of Delaware,-75.7506,39.678,Jorunal of Geophysical Research-Oceans,Passive buoyant tracers in the ocean surface boundary layer: 2. Observations and simulations of microplastic marine debris,none,Model,Environment
2015,November,Germany,Federal Institute for Materials Research and Testing,13.38333,52.52,Water Research,"Analysis of polyethylene microplastics in Environmental samples, using a thermal decomposition method",none,Chemical,Chemical
2015,December,United Kingdom,University of Exeter,-3.5351,50.7371,Environmental Science and Technology,Ingestion of Plastic Microfibers by the Crab Carcinus maenas and Its Effect on Food Consumption and Energy Balance,,Invert,Organism
2016,January,Germany,Alfred Wegener Institute,13.3937,52.5179,Environmental Science and Technology,Experimental Evaluation of Seaweeds as a Vector for Microplastics into Marine Food Webs,Multiple,Multiple Animals,Organism
2016,January,United Kingdom,Imperial College London,-0.1749,51.4988,Environmental Research Letters,Modeling marine surface microplastic transport to assess optimal removal locations,none,Water,Environment
2016,January,Canada,Simon Fraser University,-122.918,49.2768,Regional Studies in Marine Science,The influence of cosmetic microbeads on the sorptive behavior of cadmium and lead within intertidal sediments: A laboratory study,none,Chemical,Chemical
2016,January,United Kingdom,Southampton Solent University,-1.4012,50.9086,Marine Pollution Bulletin,"Microplastics in the Solent estuarine complex, UK: An initial assessment",none,Water,Environment
2016,January,Ireland,Trinity College Dublin,-6.2546,53.3438,Environmental Pollution,Effects of conventional and biodegradable microplastics on a marine ecosystem engineer (Arenicola marina) and sediment nutrient cycling,,Invert,Organism
2016,January,Brazil,Universidade de Sao Paulo,-46.7308,-23.5614,Marine Pollution Bulletin,Small-scale temporal and spatial variability in the abundance of plastic pellets on sandy beaches: Methodological considerations for estimating the input of microplastics,none,Sediment,Environment
2016,January,Portugal,Universidade do Porto,-8.6157,41.1465,Aquatic Toxicology,"Effects of multi-stressors on juveniles of the marine fish Pomatoschistus microps: Gold nanoparticles, microplastics and temperature",,Small vert,Organism
2014,December,Italy,University of Siena,11.333,43.3192,Environmental Chemistry,"Occurrence, relative abundance and spatial distribution of microplastics and zooplankton NW of Sardinia in the Pelagos Sanctuary Protected Area, Mediterranean Sea",,Zooplank,Organism
2016,February,China,Guangdong University of Technology,113.2989,23.0956,Marine Environmental Research,The behaviors of microplastics in the marine Environment,none,Review,Review
2016,February,Italy,University of Siena,11.333,43.3192,Environmental Pollution,Fin whales and microplastics: The Mediterranean Sea and the Sea of Cortez scenarios,,Large vert,Organism
2016,March,Ireland,Galway Mayo Institute of Technology,-9.0107,53.2775,Ices Journal of Marine Science,Microplastic interactions with North Atlantic mesopelagic fish,Multiple,Multiple Animals,Organism
2016,March,Australia,James Cook University,146.7565,-19.3277,Estuarine Coastal and Shelf Science,Modelling accumulation of marine plastics in the coastal zone; what are the dominant physical processes?,none,Model,Environment
2016,March,South Africa,Univeristy of Cape Town,18.4612,-33.9577,Environmental Pollution,Biofouling on buoyant marine plastics: An experimental study into the effect of size on surface longevity,none,Chemical,Chemical
2016,March,Portugal,Universidade Nova de Lisboa,-9.1603,38.7337,Marine Environmental Research,Microplastics in coastal sediments from Southern Portuguese shelf waters,none,Sediment,Environment
2016,March,France,Universite Bretagne Loire,-1.6759,48.1072,Proceedings of the National Academy of Sciences of the United States of America,Oyster reproduction is affected by exposure to polystyrene microplastics,,Invert,Organism
2016,March,United Kingdom,University of Exeter,-3.5351,50.7371,Proceedings of the National Academy of Sciences of the United States of America,Marine microplastics spell big problems for future generations,none,Review,Review
